Time,"Engine speed","Manifold pressure","Air mass measured","Air mass calculated","Periodic air mass","Lambda actual value group 1","Lambda actual value group 2","Additive mixture adaptation idle bank 1","Additive mixture adaptation idle bank 2","Multiplicative mixture adaptation low load bank 1","Multiplicative mixture adaptation low load bank 2","Throttle valve setpoint","Current throttle angle","Idle target speed","Opening angle of the EGR valve","Duty cycle: air damper","DISA1 PWM (large / upper flap)","DISA2 PWM (small / lower flap)","Uneven running of cylinder 1","Uneven running cylinder 2","Uneven running cylinder 3","Uneven running cylinder 4","Number of misfires over life, cylinder 1","Number of misfires over life, cylinder 2","Number of misfires over life, cylinder 3","Number of misfires over life, cylinder 4","Intake air temperature","Temperature before throttle valve","Leakage air adaptation actual value","Fuel pressure upstream of quantity control valve","Current multiplicative mixture adaptation Bank 1 from lambda adaptation","Current multiplicative mixture adaptation Bank 2 from lambda adaptation","Long-term adaptation Bank 1","Long-term adaptation Bank 2","Multiplicative mixture adaptation high load bank 1","Multiplicative mixture adaptation high load bank 2","Multiplicative mixture adaptation including long-term adaptation Bank 1","Multiplicative mixture adaptation including long-term adaptation Bank 2","NOx sensor system adaptation value","Number of completed NOX sensor system adaptations","Number of completed NOx sensor system adaptations","Mileage at last NOx sensor system adaptation"
189.647,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,24.00,24.00,0.00,5.01,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.647,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,24.00,24.00,0.00,5.01,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.648,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,24.00,24.00,0.00,5.01,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.648,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,24.00,0.00,5.01,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.648,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.01,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.649,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.01,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.649,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.649,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.649,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.650,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.650,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.650,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.651,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.14,-3.14,0.00,709.00,0.00,0.00
189.651,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,-3.14,0.00,709.00,0.00,0.00
189.651,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
189.651,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
189.652,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
189.652,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
189.652,3443.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.896,2943.00,1.02,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.897,2943.00,0.25,192.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.897,2943.00,0.25,24.00,520.88,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.898,2943.00,0.25,24.00,81.39,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.898,2943.00,0.25,24.00,81.39,0.00,0.95,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.899,2943.00,0.25,24.00,81.39,0.00,0.99,0.95,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.899,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.900,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.900,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.900,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.901,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,80.29,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.901,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,80.98,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.902,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.902,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.903,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.903,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.903,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.904,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,-5.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.904,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,20.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.905,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,9.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.905,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,-7.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.906,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.906,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.906,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.907,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.907,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.907,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.908,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.908,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,5.05,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.908,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.908,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.909,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.909,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.909,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.910,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.910,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,5.18,5.18,0.00,709.00,0.00,0.00
193.910,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,5.18,0.00,709.00,0.00,0.00
193.911,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
193.911,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
193.911,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
193.911,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
193.912,2943.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.191,2832.00,0.25,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.191,2832.00,0.26,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.191,2832.00,0.26,24.00,81.39,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.192,2832.00,0.26,24.00,86.81,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.192,2832.00,0.26,24.00,86.81,0.00,0.99,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.192,2832.00,0.26,24.00,86.81,0.00,1.16,0.99,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.192,2832.00,0.26,24.00,86.81,0.00,1.16,1.16,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.193,2832.00,0.26,24.00,86.81,0.00,1.16,1.16,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.193,2832.00,0.26,24.00,86.81,0.00,1.16,1.16,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.193,2832.00,0.26,24.00,86.81,0.00,1.16,1.16,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
198.194,2832.00,0.26,24.00,86.81,0.00,1.16,1.16,1.00,1.00,-4.08,-4.08,3.73,4.90,700.00,0.00,0.00,67.00,67.00,2.00,-10.00,3.00,5.00,19958.00,14827.00,26933.00,65535.00,23.00,23.30,0.00,4.92,0.00,0.00,0.00,0.00,-4.08,-4.08,-3.41,-3.41,0.00,709.00,0.00,0.00
